set_label,set_number,set_stage,set_mutator,patch,champion_api_name,champion_name,cost,hp,damage,attack_speed,range,armor,magic_resist,mana,initial_mana,crit_chance,crit_multiplier
Set 3.5,3,mid,TFTSet3,10.18,TFT3_Jinx,Jinx,4,600,75,0.7,3,20,20,0,0,0.25,1.5
Set 3.5,3,mid,TFTSet3,10.18,TFT3_Riven,Riven,4,850,70,0.85,1,35,30,25,0,0.25,1.5
Set 3.5,3,mid,TFTSet3,10.18,TFT3_Soraka,Soraka,4,700,45,0.75,3,30,20,120,50,0.25,1.5
Set 3.5,3,mid,TFTSet3,10.18,TFT3_Teemo,Teemo,4,600,45,0.95,6,20,20,70,0,0.25,1.5
Set 3.5,3,mid,TFTSet3,10.18,TFT3_Viktor,Viktor,4,650,45,0.75,3,20,20,60,0,0.25,1.5
Set 3.5,3,mid,TFTSet3,10.18,TFT3_WuKong,Wukong,4,950,50,0.75,1,55,40,150,50,0.25,1.5
Set 3.5,3,mid,TFTSet3,10.18,TFT3_AurelionSol,Aurelion Sol,5,1100,,0.2,1,55,40,120,120,0.25,1.5
Set 3.5,3,mid,TFTSet3,10.18,TFT3_Ekko,Ekko,5,850,60,0.9,1,30,20,150,80,0.25,1.5
Set 3.5,3,mid,TFTSet3,10.18,TFT3_Gangplank,Gangplank,5,1000,60,1,1,30,20,160,70,0.25,1.5
Set 3.5,3,mid,TFTSet3,10.18,TFT3_Janna,Janna,5,750,60,0.8,4,25,20,100,20,0.25,1.5
Set 3.5,3,mid,TFTSet3,10.18,TFT3_Lulu,Lulu,5,800,45,0.8,3,25,20,150,75,0.25,1.5
Set 3.5,3,mid,TFTSet3,10.18,TFT3_Thresh,Thresh,5,950,50,0.95,2,55,40,90,50,0.25,1.5
Set 3.5,3,mid,TFTSet3,10.18,TFT3_Urgot,Urgot,5,950,80,0.7,2,40,40,100,50,0.25,1.5
Set 3.5,3,mid,TFTSet3,10.18,TFT3_Xerath,Xerath,5,700,60,0.9,6,20,20,80,20,0.25,1.5
Set 3.5,3,mid,TFTSet3,10.18,TFT3_SuperMech,Super-Mech,7,,0,0.85,1,70,70,200,0,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Diana,Diana,1,500,50,0.65,1,30,20,70,0,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Elise,Elise,1,600,45,0.65,2,30,20,75,0,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Fiora,Fiora,1,600,45,0.75,1,35,30,75,0,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Galio,Galio,1,1000,0,0.65,1,40,40,150,75,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Garen,Garen,1,600,50,0.6,1,50,35,100,0,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Lissandra,Lissandra,1,550,40,0.6,3,20,20,50,0,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Maokai,Maokai,1,700,55,0.5,1,40,30,75,0,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Nami,Nami,1,550,40,0.65,3,20,20,100,60,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Nidalee,Nidalee,1,550,45,0.7,4,30,20,80,0,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_TahmKench,Tahm Kench,1,700,85,0.5,1,40,30,0,0,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_TwistedFate,Twisted Fate,1,550,45,0.65,3,20,20,70,0,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Vayne,Vayne,1,500,40,0.9,4,20,20,0,0,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Wukong,Wukong,1,650,55,0.65,1,40,30,50,0,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Yasuo,Yasuo,1,550,50,0.7,1,30,20,45,0,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Annie,Annie,2,750,45,0.6,2,40,40,65,0,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Aphelios,Aphelios,2,500,45,0.75,4,20,20,80,50,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Hecarim,Hecarim,2,750,55,0.55,1,45,30,110,0,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Janna,Janna,2,550,40,0.6,4,20,20,60,30,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_JarvanIV,Jarvan IV,2,600,60,0.6,1,45,30,100,50,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Jax,Jax,2,750,60,0.75,1,40,30,110,60,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Lulu,Lulu,2,500,50,0.6,3,20,20,120,60,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_NPC_Nexus,Nexus Minion,2,6000,400,0.6,1,100,100,250,200,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Pyke,Pyke,2,700,50,0.6,1,50,30,125,75,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Sylas,Sylas,2,700,70,0.6,1,40,80,60,30,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Teemo,Teemo,2,500,55,0.7,3,20,20,60,0,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Thresh,Thresh,2,700,60,0.55,2,80,20,100,50,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Vi,Vi,2,700,65,0.6,1,40,30,50,0,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Zed,Zed,2,600,55,0.75,1,20,20,0,0,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Akali,Akali,3,650,55,0.85,1,20,20,20,0,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Evelynn,Evelynn,3,600,70,0.7,1,20,20,60,0,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Irelia,Irelia,3,800,55,0.65,1,40,40,100,50,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Jinx,Jinx,3,650,75,0.75,4,20,20,120,70,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Kalista,Kalista,3,550,65,0.9,3,20,20,0,0,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Katarina,Katarina,3,500,65,0.65,1,20,20,90,0,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Kennen,Kennen,3,650,60,0.65,2,30,30,125,50,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Kindred,Kindred,3,650,70,0.8,3,20,20,35,0,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Lux,Lux,3,600,40,0.7,4,20,20,100,40,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Nunu,Nunu & Willump,3,750,65,0.55,1,50,30,85,0,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Veigar,Veigar,3,600,40,0.6,3,20,20,45,0,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_XinZhao,Xin Zhao,3,700,65,0.85,1,45,30,60,30,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Yuumi,Yuumi,3,650,40,0.6,3,20,20,40,0,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Aatrox,Aatrox,4,800,60,0.65,1,40,40,150,75,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Ahri,Ahri,4,600,40,0.75,4,20,20,80,0,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Ashe,Ashe,4,600,80,0.75,4,20,20,30,0,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Cassiopeia,Cassiopeia,4,750,55,0.6,2,30,20,150,80,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Jhin,Jhin,4,600,100,2,4,20,20,4,0,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Morgana,Morgana,4,750,50,0.7,3,30,60,120,60,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Riven,Riven,4,800,70,0.75,1,35,30,20,0,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Sejuani,Sejuani,4,1000,45,0.55,1,60,40,150,70,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Shen,Shen,4,950,60,0.65,1,60,40,100,50,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Talon,Talon,4,800,90,0.8,1,30,20,40,0,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Warwick,Warwick,4,950,85,0.8,1,40,40,70,0,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Azir,Azir,5,950,70,0.85,4,30,20,150,75,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Ezreal,Ezreal,5,750,80,0.9,4,20,20,150,90,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Kayn,Kayn,5,900,80,1,1,40,40,50,0,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_LeeSin,Lee Sin,5,1000,60,0.85,1,50,50,40,0,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Lillia,Lillia,5,950,40,0.75,2,50,80,120,80,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_AzirSoldier,Sand Guard,5,950,0,0.2,0,50,50,0,0,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Sett,Sett,5,1100,60,0.75,1,60,30,175,100,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Yone,Yone,5,950,80,0.95,1,40,40,60,0,0.25,1.5
Set 4,4,base,TFTSet4,11.1,TFT4_Zilean,Zilean,5,750,45,0.75,3,20,20,150,100,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Brand,Brand,1,500,40,0.65,4,20,40,60,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4b_Diana,Diana,1,550,50,0.7,1,30,20,70,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Elise,Elise,1,600,45,0.65,2,30,20,75,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Fiora,Fiora,1,600,45,0.75,1,35,30,95,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Galio,Galio,1,1000,0,0.65,1,40,40,150,75,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Garen,Garen,1,600,50,0.6,1,50,35,100,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Maokai,Maokai,1,700,55,0.5,1,40,30,75,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Nasus,Nasus,1,650,45,0.65,1,50,40,70,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Nidalee,Nidalee,1,550,45,0.7,4,30,20,60,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_TahmKench,Tahm Kench,1,700,85,0.5,1,40,30,0,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT_TrainingDummy,Target Dummy,1,700,0,0.2,0,40,40,0,0,,0
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Tristana,Tristana,1,500,50,0.7,4,20,40,40,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_TwistedFate,Twisted Fate,1,550,45,0.65,3,20,20,70,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Wukong,Wukong,1,650,55,0.65,1,40,30,50,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Yasuo,Yasuo,1,550,50,0.7,1,30,20,45,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Annie,Annie,2,750,45,0.6,2,40,40,65,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Braum,Braum,2,800,40,0.75,1,60,60,60,30,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Janna,Janna,2,550,40,0.6,4,20,20,70,40,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_JarvanIV,Jarvan IV,2,600,60,0.6,1,45,30,100,50,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Jax,Jax,2,750,60,0.75,1,40,30,110,60,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Lulu,Lulu,2,500,50,0.6,3,20,20,140,75,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Nautilus,Nautilus,2,750,55,0.6,1,55,40,150,85,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_NPC_Nexus,Nexus Minion,2,6000,400,0.6,1,100,100,250,200,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Pyke,Pyke,2,700,50,0.6,1,50,30,120,60,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Rakan,Rakan,2,600,60,0.7,2,40,40,120,60,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Teemo,Teemo,2,500,55,0.7,3,20,20,60,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Vi,Vi,2,700,65,0.6,1,40,30,50,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Vladimir,Vladimir,2,750,40,0.6,2,40,40,60,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4b_Zed,Zed,2,600,55,0.75,1,20,20,0,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Akali,Akali,3,650,55,0.85,1,20,20,20,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Darius,Darius,3,800,70,0.7,1,60,60,50,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Irelia,Irelia,3,800,55,0.65,1,40,40,100,50,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Kalista,Kalista,3,650,65,1,3,20,20,0,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Katarina,Katarina,3,500,65,0.65,1,20,20,90,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Kennen,Kennen,3,650,60,0.65,2,30,30,125,50,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4b_Kindred,Kindred,3,650,70,0.8,3,20,20,35,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Neeko,Neeko,3,700,45,0.75,3,20,20,70,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Nunu,Nunu & Willump,3,750,65,0.55,1,50,30,85,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Shyvana,Shyvana,3,700,70,0.75,1,35,60,75,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Sivir,Sivir,3,650,70,0.85,3,20,20,70,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Veigar,Veigar,3,600,40,0.65,3,20,20,55,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Yuumi,Yuumi,3,650,40,0.6,3,20,20,40,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Aatrox,Aatrox,4,900,60,0.65,1,70,40,150,75,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_AurelionSol,Aurelion Sol,4,650,40,0.75,4,20,80,80,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_ChoGath,Cho'Gath,4,1000,100,0.6,1,70,60,180,100,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Kayle,Kayle,4,650,75,0.9,3,20,20,60,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4b_Morgana,Morgana,4,850,50,0.7,2,60,60,120,60,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Olaf,Olaf,4,900,85,0.8,1,60,60,70,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Sejuani,Sejuani,4,1000,45,0.55,1,60,40,160,80,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Shen,Shen,4,950,60,0.65,1,60,40,100,50,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Talon,Talon,4,800,95,0.8,1,30,20,40,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Tryndamere,Tryndamere,4,850,85,0.85,1,60,60,100,60,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Xayah,Xayah,4,600,80,0.85,3,20,20,130,70,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Azir,Azir,5,950,70,0.85,4,30,20,150,75,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_LeeSin,Lee Sin,5,999,60,0.85,1,60,60,40,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Ornn,Ornn,5,900,100,0.55,1,50,50,160,80,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Samira,Samira,5,900,65,0.85,2,30,30,4,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_AzirSoldier,Sand Guard,5,950,0,0.2,0,50,50,0,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Sett,Sett,5,1100,60,0.75,1,60,30,175,100,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Swain,Swain,5,1000,60,0.65,2,60,80,100,40,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Yone,Yone,5,950,80,0.95,1,40,40,60,0,0.25,1.5
Set 4.5,4,mid,TFTSet4_Act2,11.8,TFT4_Zilean,Zilean,5,750,45,0.75,3,20,20,150,100,0.25,1.5
Set 5,5,base,TFT_Set5,11.14,TFT5_Aatrox,Aatrox,1,650,60,0.65,1,30,30,70,0,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_IvernMinion,Daisy,1,,80,0.8,1,60,60,0,0,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Gragas,Gragas,1,750,50,0.5,1,40,40,70,40,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Kalista,Kalista,1,500,60,0.75,4,15,15,120,0,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Khazix,Kha'Zix,1,500,55,0.7,1,25,25,60,0,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Kled,Kled,1,400,65,0.75,1,30,30,0,0,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Leona,Leona,1,700,80,0.55,1,40,40,60,0,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Lissandra,Lissandra,1,550,40,0.65,3,20,20,50,0,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Poppy,Poppy,1,600,80,0.55,1,40,40,70,50,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT_TrainingDummy,Target Dummy,1,700,0,0.2,0,40,40,0,0,,0
Set 5,5,base,TFT_Set5,11.14,TFT5_Monstrosity,The Monstrosity,1,,0,0.8,1,0,,100,0,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Udyr,Udyr,1,700,55,0.75,1,30,30,40,30,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Vayne,Vayne,1,500,30,0.8,4,15,15,0,0,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Vladimir,Vladimir,1,650,45,0.65,2,35,35,80,0,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT_VoidSpawn,Voidspawn,1,,0,0.8,1,20,20,0,0,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Warwick,Warwick,1,700,55,0.6,1,40,40,100,60,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Ziggs,Ziggs,1,450,40,0.75,4,15,15,40,0,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Brand,Brand,2,600,45,0.65,3,20,20,20,0,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Hecarim,Hecarim,2,750,55,0.55,1,45,45,90,40,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Kennen,Kennen,2,600,50,0.7,2,30,30,125,60,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_LeBlanc,LeBlanc,2,600,55,0.75,3,20,20,60,20,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Nautilus,Nautilus,2,750,80,0.55,1,45,45,120,50,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Sejuani,Sejuani,2,750,65,0.55,1,45,45,60,0,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Sett,Sett,2,750,70,0.7,1,35,35,50,0,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Soraka,Soraka,2,550,40,0.6,3,25,25,70,30,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Syndra,Syndra,2,550,40,0.65,4,20,20,90,50,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Thresh,Thresh,2,800,75,0.6,2,40,40,80,40,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Trundle,Trundle,2,700,65,0.8,1,35,35,80,30,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Varus,Varus,2,550,60,0.75,4,20,20,60,0,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Viktor,Viktor,2,500,45,0.65,4,20,20,70,30,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Ashe,Ashe,3,550,65,0.75,6,20,20,90,50,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_DraconicEgg,Draconic Egg,3,10,,1,0,10,10,100,0,,0
Set 5,5,base,TFT_Set5,11.14,TFT5_Katarina,Katarina,3,700,40,0.8,1,30,30,20,0,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_LeeSin,Lee Sin,3,850,60,0.75,1,35,35,70,30,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Lulu,Lulu,3,650,40,0.6,3,25,25,100,40,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Lux,Lux,3,600,40,0.6,4,20,20,80,40,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Morgana,Morgana,3,850,45,0.6,2,35,35,120,80,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Nidalee,Nidalee,3,800,50,0.9,3,35,35,60,0,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Nocturne,Nocturne,3,650,80,0.85,1,30,30,0,0,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Nunu,Nunu & Willump,3,900,65,0.55,1,45,45,75,0,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Pantheon,Pantheon,3,800,70,0.75,1,45,45,60,30,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Riven,Riven,3,850,85,0.8,1,35,35,40,0,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Yasuo,Yasuo,3,800,60,1,1,35,35,40,0,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Zyra,Zyra,3,600,40,0.7,4,20,20,100,40,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Aphelios,Aphelios,4,650,75,0.85,4,25,25,90,0,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Diana,Diana,4,650,55,0.65,1,40,40,160,80,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Draven,Draven,4,700,90,0.75,3,30,30,40,0,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Ivern,Ivern,4,950,40,0.75,2,50,50,180,100,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Jax,Jax,4,900,80,0.9,1,50,50,20,0,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Karma,Karma,4,700,45,0.7,4,25,25,50,0,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Mordekaiser,Mordekaiser,4,1000,130,0.5,1,60,60,80,0,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Rell,Rell,4,950,70,0.6,1,60,60,150,80,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Ryze,Ryze,4,800,50,0.8,3,30,30,50,20,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Taric,Taric,4,950,60,0.6,1,60,60,200,120,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Velkoz,Vel'Koz,4,650,45,0.75,4,25,25,80,0,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_HeimerTurret,Baby Dragon,5,1000,125,0.5,23,30,100,0,0,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Darius,Darius,5,1050,90,0.75,1,60,60,100,40,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Garen,Garen,5,1050,80,0.75,1,60,60,100,40,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Heimerdinger,Heimerdinger,5,800,45,0.75,4,30,30,140,0,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Kayle,Kayle,5,650,75,1.1,4,25,25,5,0,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Kindred,Kindred,5,750,60,0.75,3,30,30,200,100,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Teemo,Teemo,5,800,65,0.8,4,30,30,60,0,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Viego,Viego,5,1000,70,1,1,40,40,40,0,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_Volibear,Volibear,5,1100,80,0.65,1,60,60,200,110,0.25,1.3
Set 5,5,base,TFT_Set5,11.14,TFT5_KindredWolfCombat,Wolf,5,850,60,0.75,1,20,20,20,0,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Aatrox,Aatrox,1,650,60,0.65,1,35,35,100,30,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_IvernMinion,Daisy,1,,90,0.8,1,60,60,0,0,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Gragas,Gragas,1,750,50,0.5,1,40,40,70,40,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Kalista,Kalista,1,500,60,0.75,4,15,15,120,0,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Khazix,Kha'Zix,1,500,55,0.7,1,25,25,60,0,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Kled,Kled,1,400,60,0.75,1,30,30,0,0,0.25,1.3
