set_label,set_number,set_stage,set_mutator,patch,champion_api_name,champion_name,ability_name,variable_name,star1_3,idx0,idx1,idx2,idx3,idx4,idx5,idx6
Set 6,6,base,TFT_Set6,12.2,TFT6_Akali,Akali,Perfect Execution,ExecuteThreshold,0.15/0.2/0.9,0,0.15,0.2,0.9,0.5,0.5,0.5
Set 6,6,base,TFT_Set6,12.2,TFT6_Akali,Akali,Perfect Execution,InitialDamage,275/375/2000,250,275,375,2000,1666,1666,1666
Set 6,6,base,TFT_Set6,12.2,TFT6_Akali,Akali,Perfect Execution,MarkDuration,7,7,7,7,7,7,7,7
Set 6,6,base,TFT_Set6,12.2,TFT6_Blitzcrank,Blitzcrank,Rocket Grab,Damage,150/300/900,200,150,300,900,950,1200,1450
Set 6,6,base,TFT_Set6,12.2,TFT6_Blitzcrank,Blitzcrank,Rocket Grab,StunDuration,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Set 6,6,base,TFT_Set6,12.2,TFT6_Braum,Braum,Vault Breaker,Damage,100/200/600,100,100,200,600,100,100,100
Set 6,6,base,TFT_Set6,12.2,TFT6_Braum,Braum,Vault Breaker,StunDuration,2/3/6,2.5,2,3,6,7,7,7
Set 6,6,base,TFT_Set6,12.2,TFT6_Caitlyn,Caitlyn,Ace in the Hole,Damage,800/1400/2000,0,800,1400,2000,2400,3000,3600
Set 6,6,base,TFT_Set6,12.2,TFT6_Camille,Camille,Defensive Sweep,Damage,150/200/300,25,150,200,300,325,400,475
Set 6,6,base,TFT_Set6,12.2,TFT6_Camille,Camille,Defensive Sweep,HealingPerAttack,30/50/80,10,30,50,80,90,110,130
Set 6,6,base,TFT_Set6,12.2,TFT6_Camille,Camille,Defensive Sweep,Shield,225/300/435,100,225,300,435,300,350,400
Set 6,6,base,TFT_Set6,12.2,TFT6_Camille,Camille,Defensive Sweep,ShieldDuration,4,4,4,4,4,4,4,4
Set 6,6,base,TFT_Set6,12.2,TFT6_ChoGath,Cho'Gath,Feast,BonusHealthOnKill,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Set 6,6,base,TFT_Set6,12.2,TFT6_ChoGath,Cho'Gath,Feast,Damage,900/975/1050,200,900,975,1050,3200,6400,12800
Set 6,6,base,TFT_Set6,12.2,TFT6_ChoGath,Cho'Gath,Feast,MaxFeastStacks,20/40/999,0,20,40,999,0,0,0
Set 6,6,base,TFT_Set6,12.2,TFT6_Darius,Darius,Decimate,Damage,200/275/350,125,200,275,350,425,500,575
Set 6,6,base,TFT_Set6,12.2,TFT6_Darius,Darius,Decimate,Heal,120/140/160,100,120,140,160,180,200,220
Set 6,6,base,TFT_Set6,12.2,TFT6_Darius,Darius,Decimate,HexRange,1,1,1,1,1,1,1,1
Set 6,6,base,TFT_Set6,12.2,TFT6_DrMundo,Dr. Mundo,Zap Dose,Damage,80/125/300,10,80,125,300,100,110,130
Set 6,6,base,TFT_Set6,12.2,TFT6_DrMundo,Dr. Mundo,Zap Dose,DamageTickRate,1,1,1,1,1,1,1,1
Set 6,6,base,TFT_Set6,12.2,TFT6_DrMundo,Dr. Mundo,Zap Dose,Duration,5,5,5,5,5,5,5,5
Set 6,6,base,TFT_Set6,12.2,TFT6_DrMundo,Dr. Mundo,Zap Dose,HealingTickRate,1,1,1,1,1,1,1,1
Set 6,6,base,TFT_Set6,12.2,TFT6_DrMundo,Dr. Mundo,Zap Dose,PercentHealthDamage,0.15/0.2/0.5,0.05,0.15,0.2,0.5,0.25,0.3,0.35
Set 6,6,base,TFT_Set6,12.2,TFT6_DrMundo,Dr. Mundo,Zap Dose,PercentHealthHealing,0.25/0.35/1,0.3,0.25,0.35,1,1.5,1.8,2.1
Set 6,6,base,TFT_Set6,12.2,TFT6_DrMundo,Dr. Mundo,Zap Dose,PercentHealthInstantHeal,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
Set 6,6,base,TFT_Set6,12.2,TFT6_Ekko,Ekko,Parallel Convergence,ASSlow,0.35/0.35/0.5,0,0.35,0.35,0.5,0,0,0
Set 6,6,base,TFT_Set6,12.2,TFT6_Ekko,Ekko,Parallel Convergence,BonusAS,0.35/0.4/0.5,0.1,0.35,0.4,0.5,0.9,1.1,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Ekko,Ekko,Parallel Convergence,BuffDuration,4,4,4,4,4,4,4,4
Set 6,6,base,TFT_Set6,12.2,TFT6_Ekko,Ekko,Parallel Convergence,Damage,175/225/375,75,175,225,375,575,700,825
Set 6,6,base,TFT_Set6,12.2,TFT6_Ekko,Ekko,Parallel Convergence,FieldDelay,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2
Set 6,6,base,TFT_Set6,12.2,TFT6_Ekko,Ekko,Parallel Convergence,FieldDuration,2,2,2,2,2,2,2,2
Set 6,6,base,TFT_Set6,12.2,TFT6_Ekko,Ekko,Parallel Convergence,HexRadius,2,2,2,2,2,2,2,2
Set 6,6,base,TFT_Set6,12.2,TFT6_Ekko,Ekko,Parallel Convergence,SlowDuration,4,4,4,4,4,4,4,4
Set 6,6,base,TFT_Set6,12.2,TFT6_Ezreal,Ezreal,Mystic Shot,ASBoost,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Set 6,6,base,TFT_Set6,12.2,TFT6_Ezreal,Ezreal,Mystic Shot,BonusDamage,25/50/100,0,25,50,100,0,0,0
Set 6,6,base,TFT_Set6,12.2,TFT6_Ezreal,Ezreal,Mystic Shot,MaxStacks,5,5,5,5,5,5,5,5
Set 6,6,base,TFT_Set6,12.2,TFT6_Ezreal,Ezreal,Mystic Shot,PercentAD,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Set 6,6,base,TFT_Set6,12.2,TFT6_Fiora,Fiora,Blade Waltz,BonusTrueDamage,60/100/300,75,60,100,300,400,400,400
Set 6,6,base,TFT_Set6,12.2,TFT6_Fiora,Fiora,Blade Waltz,PercentAD,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7
Set 6,6,base,TFT_Set6,12.2,TFT6_Fiora,Fiora,Blade Waltz,PercentHealing,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Set 6,6,base,TFT_Set6,12.2,TFT6_Galio,Galio,Colossal Entrance,CritBonusDamage,70/100/1999,0,70,100,1999,0,0,0
Set 6,6,base,TFT_Set6,12.2,TFT6_Galio,Galio,Colossal Entrance,Damage,200/300/9001,200,200,300,9001,200,200,200
Set 6,6,base,TFT_Set6,12.2,TFT6_Galio,Galio,Colossal Entrance,HexRadius,3/3/5,3,3,3,5,3,3,3
Set 6,6,base,TFT_Set6,12.2,TFT6_Galio,Galio,Colossal Entrance,StunDuration,1.5/1.75/9.5,1.5,1.5,1.75,9.5,1.5,1.5,1.5
Set 6,6,base,TFT_Set6,12.2,TFT6_Gangplank,Gangplank,Parrrley,ADPercent,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7
Set 6,6,base,TFT_Set6,12.2,TFT6_Gangplank,Gangplank,Parrrley,Damage,110/150/200,0,110,150,200,0,0,0
Set 6,6,base,TFT_Set6,12.2,TFT6_Garen,Garen,Decisive Strike,PercentAD,2,2,2,2,2,2,2,2
Set 6,6,base,TFT_Set6,12.2,TFT6_Garen,Garen,Decisive Strike,PercentHealth,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
Set 6,6,base,TFT_Set6,12.2,TFT6_Graves,Graves,Smoke Grenade,Damage,150/250/400,0,150,250,400,0,0,0
Set 6,6,base,TFT_Set6,12.2,TFT6_Graves,Graves,Smoke Grenade,DisarmDuration,2/2.5/3,1.5,2,2.5,3,3.5,4,4.5
Set 6,6,base,TFT_Set6,12.2,TFT6_Heimerdinger,Heimerdinger,Rocket Swarm,BaseDamage,70/100/150,0,70,100,150,75,90,90
Set 6,6,base,TFT_Set6,12.2,TFT6_Heimerdinger,Heimerdinger,Rocket Swarm,MaxWaves,3,3,3,3,3,3,3,3
Set 6,6,base,TFT_Set6,12.2,TFT6_Illaoi,Illaoi,Harsh Lesson,Duration,5,5,5,5,5,5,5,5
Set 6,6,base,TFT_Set6,12.2,TFT6_Illaoi,Illaoi,Harsh Lesson,MagicDamage,200/325/550,0,200,325,550,0,0,0
Set 6,6,base,TFT_Set6,12.2,TFT6_Illaoi,Illaoi,Harsh Lesson,PercentHealing,0.25/0.3/0.4,0,0.25,0.3,0.4,0,0,0
Set 6,6,base,TFT_Set6,12.2,TFT6_Janna,Janna,Monsoon,Duration,3,3,3,3,3,3,3,3
Set 6,6,base,TFT_Set6,12.2,TFT6_Janna,Janna,Monsoon,HealAmount,275/350/1000,300,275,350,1000,200,200,100
Set 6,6,base,TFT_Set6,12.2,TFT6_Janna,Janna,Monsoon,KnockbackRadius,3,3,3,3,3,3,3,3
Set 6,6,base,TFT_Set6,12.2,TFT6_Janna,Janna,Monsoon,StunDuration,0.5/0.5/4,1.5,0.5,0.5,4,1.5,1.5,1.5
Set 6,6,base,TFT_Set6,12.2,TFT6_Janna,Janna,Monsoon,TicksPerSecond,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Set 6,6,base,TFT_Set6,12.2,TFT6_Jhin,Jhin,Curtain Call,ADFromAttackSpeed,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Set 6,6,base,TFT_Set6,12.2,TFT6_Jhin,Jhin,Curtain Call,AttackSpeed,0.9/0.9/1.4,0.85,0.9,0.9,1.4,0.85,0.85,0.85
Set 6,6,base,TFT_Set6,12.2,TFT6_Jhin,Jhin,Curtain Call,BonusDamage,1,1,1,1,1,1,1,1
Set 6,6,base,TFT_Set6,12.2,TFT6_Jhin,Jhin,Curtain Call,DamageFalloff,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
Set 6,6,base,TFT_Set6,12.2,TFT6_Jhin,Jhin,Curtain Call,PercentAttackDamage,1.5/2/3,1.2,1.5,2,3,1.2,1.2,1.2
Set 6,6,base,TFT_Set6,12.2,TFT6_Jinx,Jinx,Super Mega Death Rocket,Damage,450/700/8888,500,450,700,8888,3000,3000,3000
Set 6,6,base,TFT_Set6,12.2,TFT6_Jinx,Jinx,Super Mega Death Rocket,FalloffPercent,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Set 6,6,base,TFT_Set6,12.2,TFT6_Jinx,Jinx,Super Mega Death Rocket,HexDuration,5,5,5,5,5,5,5,5
Set 6,6,base,TFT_Set6,12.2,TFT6_Jinx,Jinx,Super Mega Death Rocket,InnerRadius,1/1/2,1,1,1,2,1,1,1
Set 6,6,base,TFT_Set6,12.2,TFT6_Jinx,Jinx,Super Mega Death Rocket,OuterRadius,3/3/5,3,3,3,5,3,3,3
Set 6,6,base,TFT_Set6,12.2,TFT6_Jinx,Jinx,Super Mega Death Rocket,PercentBurn,2/3/4,1,2,3,4,5,6,7
Set 6,6,base,TFT_Set6,12.2,TFT6_Jinx,Jinx,Super Mega Death Rocket,RocketLauncherPercentAD,2/2.1/8.88,0.75,2,2.1,8.88,0.75,0.75,0.75
Set 6,6,base,TFT_Set6,12.2,TFT6_Kaisa,Kai'Sa,Icathian Monsoon,Damage,70/90/180,50,70,90,180,50,50,50
Set 6,6,base,TFT_Set6,12.2,TFT6_Kaisa,Kai'Sa,Icathian Monsoon,FakeCastTime,1,1,1,1,1,1,1,1
Set 6,6,base,TFT_Set6,12.2,TFT6_Kaisa,Kai'Sa,Icathian Monsoon,NumMissiles,12/18/100,4,12,18,100,12,12,12
Set 6,6,base,TFT_Set6,12.2,TFT6_Kassadin,Kassadin,Null Sphere,Damage,250/325/400,150,250,325,400,150,150,150
Set 6,6,base,TFT_Set6,12.2,TFT6_Kassadin,Kassadin,Null Sphere,DamageReduction,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Set 6,6,base,TFT_Set6,12.2,TFT6_Kassadin,Kassadin,Null Sphere,Duration,5,5,5,5,5,5,5,5
Set 6,6,base,TFT_Set6,12.2,TFT6_Kassadin,Kassadin,Null Sphere,ManaReave,0.5,0,0.5,0.5,0.5,0,0,0
Set 6,6,base,TFT_Set6,12.2,TFT6_Katarina,Katarina,Shunpo,Damage,160/200/250,0,160,200,250,0,0,0
Set 6,6,base,TFT_Set6,12.2,TFT6_Katarina,Katarina,Shunpo,ManaRefund,20,20,20,20,20,20,20,20
Set 6,6,base,TFT_Set6,12.2,TFT6_KogMaw,Kog'Maw,Barrage,Duration,3,3,3,3,3,3,3,3
Set 6,6,base,TFT_Set6,12.2,TFT6_KogMaw,Kog'Maw,Barrage,PercentAttackSpeed,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
Set 6,6,base,TFT_Set6,12.2,TFT6_KogMaw,Kog'Maw,Barrage,PercentMaxHPDamage,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
Set 6,6,base,TFT_Set6,12.2,TFT6_Leona,Leona,Solar Eclipse,BonusStats,30/50/80,25,30,50,80,25,25,25
Set 6,6,base,TFT_Set6,12.2,TFT6_Leona,Leona,Solar Eclipse,Duration,5/5/8,4,5,5,8,4,4,4
Set 6,6,base,TFT_Set6,12.2,TFT6_Leona,Leona,Solar Eclipse,Shielding,400/650/1000,0,400,650,1000,160,200,240
Set 6,6,base,TFT_Set6,12.2,TFT6_Lissandra,Lissandra,Iron Maiden,Damage,250/325/550,0,250,325,550,0,0,0
Set 6,6,base,TFT_Set6,12.2,TFT6_Lissandra,Lissandra,Iron Maiden,HealthThreshold,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Set 6,6,base,TFT_Set6,12.2,TFT6_Lissandra,Lissandra,Iron Maiden,StunDuration,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Set 6,6,base,TFT_Set6,12.2,TFT6_Lissandra,Lissandra,Iron Maiden,UntargetableDuration,2,2,2,2,2,2,2,2
Set 6,6,base,TFT_Set6,12.2,TFT6_Lissandra,Lissandra,Iron Maiden,WeakenedDuration,4,4,4,4,4,4,4,4
Set 6,6,base,TFT_Set6,12.2,TFT6_Lissandra,Lissandra,Iron Maiden,WeakenedPercent,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Lulu,Lulu,Wild Growth,BonusHealth,325/350/375,300,325,350,375,600,1200,1200
Set 6,6,base,TFT_Set6,12.2,TFT6_Lulu,Lulu,Wild Growth,BuffDuration,60,60,60,60,60,60,60,60
Set 6,6,base,TFT_Set6,12.2,TFT6_Lulu,Lulu,Wild Growth,CCDuration,1,1,1,1,1,1,1,1
Set 6,6,base,TFT_Set6,12.2,TFT6_Lulu,Lulu,Wild Growth,NumAllies,1/2/3,1,1,2,3,1,1,1
Set 6,6,base,TFT_Set6,12.2,TFT6_Lux,Lux,Final Spark,Damage,225/375/900,200,225,375,900,1400,1700,2000
Set 6,6,base,TFT_Set6,12.2,TFT6_Lux,Lux,Final Spark,ManaRefund,20,20,20,20,20,20,20,20
Set 6,6,base,TFT_Set6,12.2,TFT6_Malzahar,Malzahar,Malefic Visions,Damage,650/900/1100,0,650,900,1100,0,0,0
Set 6,6,base,TFT_Set6,12.2,TFT6_Malzahar,Malzahar,Malefic Visions,Duration,8,0,8,8,8,8,8,8
Set 6,6,base,TFT_Set6,12.2,TFT6_Malzahar,Malzahar,Malefic Visions,MRShred,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Set 6,6,base,TFT_Set6,12.2,TFT6_Malzahar,Malzahar,Malefic Visions,SpreadTargets,1/1/2,0,1,1,2,4,5,6
Set 6,6,base,TFT_Set6,12.2,TFT6_Malzahar,Malzahar,Malefic Visions,TickRate,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Set 6,6,base,TFT_Set6,12.2,TFT6_Tibbers,Mechanical Bear,Power Surge,AllyADAPBuff,20,20,20,20,20,20,20,20
Set 6,6,base,TFT_Set6,12.2,TFT6_Tibbers,Mechanical Bear,Power Surge,AllyPercentAD,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Set 6,6,base,TFT_Set6,12.2,TFT6_Tibbers,Mechanical Bear,Power Surge,AllyPercentASBase,1,1,1,1,1,1,1,1
Set 6,6,base,TFT_Set6,12.2,TFT6_Tibbers,Mechanical Bear,Power Surge,BuffDuration,4,4,4,4,4,4,4,4
Set 6,6,base,TFT_Set6,12.2,TFT6_Tibbers,Mechanical Bear,Power Surge,PercentAD,1,1,1,1,1,1,1,1
Set 6,6,base,TFT_Set6,12.2,TFT6_HexTechDragon,Mechanical Dragon,Electrifying Roar,BonusLightningDamage,500,500,500,500,500,500,500,500
Set 6,6,base,TFT_Set6,12.2,TFT6_HexTechDragon,Mechanical Dragon,Electrifying Roar,CritDamageIncrease,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Set 6,6,base,TFT_Set6,12.2,TFT6_HexTechDragon,Mechanical Dragon,Electrifying Roar,CritIncrease,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
Set 6,6,base,TFT_Set6,12.2,TFT6_HexTechDragon,Mechanical Dragon,Electrifying Roar,EnergizedDuration,8,8,8,8,8,8,8,8
Set 6,6,base,TFT_Set6,12.2,TFT6_HexTechDragon,Mechanical Dragon,Electrifying Roar,FearDuration,3,3,3,3,3,3,3,3
Set 6,6,base,TFT_Set6,12.2,TFT6_HexTechDragon,Mechanical Dragon,Electrifying Roar,FearHexRange,5,5,5,5,5,5,5,5
Set 6,6,base,TFT_Set6,12.2,TFT6_HexTechDragon,Mechanical Dragon,Electrifying Roar,NumEnemies,3,3,3,3,3,3,3,3
Set 6,6,base,TFT_Set6,12.2,TFT6_MalzaharVoidling,Mechanical Scarab,Reflective Barrier,DamageAmount,50,50,50,50,50,50,50,50
Set 6,6,base,TFT_Set6,12.2,TFT6_MalzaharVoidling,Mechanical Scarab,Reflective Barrier,DamageReducedDuration,4,4,4,4,4,4,4,4
Set 6,6,base,TFT_Set6,12.2,TFT6_MalzaharVoidling,Mechanical Scarab,Reflective Barrier,DamageReducedPercent,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Set 6,6,base,TFT_Set6,12.2,TFT6_MercenaryChest,Mercenary Chest,Mercenary Chest,RoundsToHatch,2,2,2,2,2,2,2,2
Set 6,6,base,TFT_Set6,12.2,TFT6_MissFortune,Miss Fortune,Make it Rain,HealingReduction,50,0,50,50,50,50,50,50
Set 6,6,base,TFT_Set6,12.2,TFT6_MissFortune,Miss Fortune,Make it Rain,HealingReductionDuration,6,0,6,6,6,6,6,6
Set 6,6,base,TFT_Set6,12.2,TFT6_MissFortune,Miss Fortune,Make it Rain,MagicDamage,275/375/600,0,275,375,600,0,0,0
Set 6,6,base,TFT_Set6,12.2,TFT6_Orianna,Orianna,Command: Shockwave,Damage,350/550/1200,0,350,550,1200,0,0,0
Set 6,6,base,TFT_Set6,12.2,TFT6_Orianna,Orianna,Command: Shockwave,Duration,4,0,4,4,4,0,0,0
Set 6,6,base,TFT_Set6,12.2,TFT6_Orianna,Orianna,Command: Shockwave,ShieldAmount,100/150/400,0,100,150,400,0,0,0
Set 6,6,base,TFT_Set6,12.2,TFT6_Orianna,Orianna,Command: Shockwave,StunDuration,1/1/4,2,1,1,4,2,2,2
Set 6,6,base,TFT_Set6,12.2,TFT6_Poppy,Poppy,Buckler Toss,PercentArmorDamage,1.8/2.1/2.4,2,1.8,2.1,2.4,4,4,4
Set 6,6,base,TFT_Set6,12.2,TFT6_Poppy,Poppy,Buckler Toss,ShieldAmount,225/275/325,100,225,275,325,525,600,700
Set 6,6,base,TFT_Set6,12.2,TFT6_Quinn,Quinn,Disarming Assault,ADReduction,,,,,,,,
Set 6,6,base,TFT_Set6,12.2,TFT6_Quinn,Quinn,Disarming Assault,ADReductionDuration,,,,,,,,
Set 6,6,base,TFT_Set6,12.2,TFT6_Quinn,Quinn,Disarming Assault,BonusDamage,200/300/700,0,200,300,700,0,0,0
Set 6,6,base,TFT_Set6,12.2,TFT6_Quinn,Quinn,Disarming Assault,DisarmDuration,2/2.5/3,3,2,2.5,3,3,3,3
Set 6,6,base,TFT_Set6,12.2,TFT6_Samira,Samira,Flair,ADPercent,1.75/1.8/1.9,1.5,1.75,1.8,1.9,1.5,1.5,1.5
Set 6,6,base,TFT_Set6,12.2,TFT6_Samira,Samira,Flair,ArmorShred,10/15/20,0,10,15,20,20,25,30
Set 6,6,base,TFT_Set6,12.2,TFT6_Samira,Samira,Flair,ManaRefund,20,20,20,20,20,20,20,20
Set 6,6,base,TFT_Set6,12.2,TFT6_Seraphine,Seraphine,Encore,ASBonus,0.3/0.5/1,0.3,0.3,0.5,1,0.3,0.3,0.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Seraphine,Seraphine,Encore,ASBonusDuration,4,4,4,4,4,4,4,4
Set 6,6,base,TFT_Set6,12.2,TFT6_Seraphine,Seraphine,Encore,Damage,275/450/1200,1,275,450,1200,2,2.25,2.5
Set 6,6,base,TFT_Set6,12.2,TFT6_Seraphine,Seraphine,Encore,Heal,250/350/1000,0,250,350,1000,0,0,0
Set 6,6,base,TFT_Set6,12.2,TFT6_Shaco,Shaco,Deceive,BaseDamage,90/110/130,0,90,110,130,0,0,0
Set 6,6,base,TFT_Set6,12.2,TFT6_Shaco,Shaco,Deceive,Duration,2,2,2,2,2,2,2,2
Set 6,6,base,TFT_Set6,12.2,TFT6_Shaco,Shaco,Deceive,PercentHealthCrit,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Set 6,6,base,TFT_Set6,12.2,TFT6_Shaco,Shaco,Deceive,PercentOfAD,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85
Set 6,6,base,TFT_Set6,12.2,TFT6_Singed,Singed,Fling,AoEStunDuration,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
Set 6,6,base,TFT_Set6,12.2,TFT6_Singed,Singed,Fling,Damage,125/175/250,50,125,175,250,800,1600,3200
Set 6,6,base,TFT_Set6,12.2,TFT6_Singed,Singed,Fling,StunDuration,1.5/2/3,2,1.5,2,3,4,4,4
Set 6,6,base,TFT_Set6,12.2,TFT6_Sion,Sion,Decimating Smash,ChargeUpTime,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
Set 6,6,base,TFT_Set6,12.2,TFT6_Sion,Sion,Decimating Smash,Damage,125/200/500,0,125,200,500,2000,2000,1200
Set 6,6,base,TFT_Set6,12.2,TFT6_Sion,Sion,Decimating Smash,KnockUpDuration,2.5/3/6,1.5,2.5,3,6,1.5,1.5,1.5
Set 6,6,base,TFT_Set6,12.2,TFT6_Swain,Swain,Death's Hand,BaseDamage,250/375/525,0,250,375,525,0,0,0
Set 6,6,base,TFT_Set6,12.2,TFT6_Swain,Swain,Death's Hand,Healing,225/250/350,80,225,250,350,80,80,80
Set 6,6,base,TFT_Set6,12.2,TFT6_Swain,Swain,Death's Hand,Range,660,660,660,660,660,660,660,660
Set 6,6,base,TFT_Set6,12.2,TFT6_TahmKench,Tahm Kench,Devour,BellyDuration,3,0,3,3,3,3,3,3
Set 6,6,base,TFT_Set6,12.2,TFT6_TahmKench,Tahm Kench,Devour,Damage,900/1350/30000,600,900,1350,30000,9999,1300,1550
Set 6,6,base,TFT_Set6,12.2,TFT6_TahmKench,Tahm Kench,Devour,DamageReduction,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Set 6,6,base,TFT_Set6,12.2,TFT6_TahmKench,Tahm Kench,Devour,ReducedDamageToCC,300/450/10500,0,300,450,10500,0,0,0
Set 6,6,base,TFT_Set6,12.2,TFT6_TahmKench,Tahm Kench,Devour,StunDuration,1,1,1,1,1,1,1,1
Set 6,6,base,TFT_Set6,12.2,TFT6_TahmKench,Tahm Kench,Devour,TickRate,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Set 6,6,base,TFT_Set6,12.2,TFT6_Talon,Talon,Blade's End,BleedDuration,7,7,7,7,7,7,7,7
Set 6,6,base,TFT_Set6,12.2,TFT6_Talon,Talon,Blade's End,Damage,450/625/950,0,450,625,950,0,0,0
Set 6,6,base,TFT_Set6,12.2,TFT6_Taric,Taric,Starlight Bastion,Duration,4,4,4,4,4,4,4,4
Set 6,6,base,TFT_Set6,12.2,TFT6_Taric,Taric,Starlight Bastion,HealAmount,325/425/600,0,325,425,600,0,0,0
Set 6,6,base,TFT_Set6,12.2,TFT5_EmblemArmoryKey,Tome of Traits,Tome of Traits,RoundsToHatch,2,2,2,2,2,2,2,2
Set 6,6,base,TFT_Set6,12.2,TFT6_Tristana,Tristana,Buster Shot,BonusDamage,125/150/175,0,125,150,175,0,0,0
Set 6,6,base,TFT_Set6,12.2,TFT6_Tristana,Tristana,Buster Shot,HexKnockback,1/2/3,0.5,1,2,3,8,16,32
Set 6,6,base,TFT_Set6,12.2,TFT6_Tristana,Tristana,Buster Shot,KnockbackRadius,2,2,2,2,2,2,2,2
Set 6,6,base,TFT_Set6,12.2,TFT6_Tristana,Tristana,Buster Shot,PercentAD,2/2.1/2.25,0,2,2.1,2.25,0,0,0
Set 6,6,base,TFT_Set6,12.2,TFT6_Tristana,Tristana,Buster Shot,StunDuration,1,1,1,1,1,1,1,1
Set 6,6,base,TFT_Set6,12.2,TFT6_Trundle,Trundle,Chomp,ADSteal,20/25/40,0,20,25,40,80,100,120
Set 6,6,base,TFT_Set6,12.2,TFT6_Trundle,Trundle,Chomp,ASSlow,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Set 6,6,base,TFT_Set6,12.2,TFT6_Trundle,Trundle,Chomp,PercentAttackDamage,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
Set 6,6,base,TFT_Set6,12.2,TFT6_Trundle,Trundle,Chomp,SlowDuration,3,3,3,3,3,3,3,3
Set 6,6,base,TFT_Set6,12.2,TFT6_TwistedFate,Twisted Fate,Wild Cards,BaseDamage,155/205/275,0,155,205,275,700,700,700
Set 6,6,base,TFT_Set6,12.2,TFT6_Twitch,Twitch,Piercing Bolt,BaseDamage,25/50/75,0.5,25,50,75,0.5,0,0
Set 6,6,base,TFT_Set6,12.2,TFT6_Twitch,Twitch,Piercing Bolt,GWDuration,5,5,5,5,5,5,5,5
Set 6,6,base,TFT_Set6,12.2,TFT6_Twitch,Twitch,Piercing Bolt,GWStrength,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Set 6,6,base,TFT_Set6,12.2,TFT6_Twitch,Twitch,Piercing Bolt,PercentAttackDamage,1.25/1.35/1.5,0,1.25,1.35,1.5,0,0,0
Set 6,6,base,TFT_Set6,12.2,TFT6_Urgot,Urgot,Purge,ADRatio,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Urgot,Urgot,Purge,ASRatio,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Urgot,Urgot,Purge,AttacksPerSecond,5/7/12,5,5,7,12,5,5,5
Set 6,6,base,TFT_Set6,12.2,TFT6_Urgot,Urgot,Purge,Duration,5/5/10,5,5,5,10,5,5,5
Set 6,6,base,TFT_Set6,12.2,TFT6_Urgot,Urgot,Purge,NumShotsPerLaunchAttack,3,3,3,3,3,3,3,3
Set 6,6,base,TFT_Set6,12.2,TFT6_Veigar,Veigar,,Damage,250/300/777,0,250,300,777,250,250,250
Set 6,6,base,TFT_Set6,12.2,TFT6_Veigar,Veigar,,NumStrikes,20/30/99,0,20,30,99,0,0,0
Set 6,6,base,TFT_Set6,12.2,TFT6_Vex,Vex,Personal Space,BonusDamage,100/135/175,125,100,135,175,125,125,125
Set 6,6,base,TFT_Set6,12.2,TFT6_Vex,Vex,Personal Space,ShieldAmount,525/675/850,400,525,675,850,900,900,900
