set_label,set_number,set_stage,set_mutator,set_name_ingame,patch,champion_api_name,champion_name,cost,role,traits,ability_name,mana_cost,initial_mana,ability_desc_resolved,ability_desc_raw,variable_count
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Irelia,Irelia,2,,Sentinel|Skirmisher|Legionnaire,Defiant Dance,80,40,"Irelia surrounds herself with blades for 4 seconds and gains 30/40/50% damage reduction, increasing by 10% each time she attacks, up to 80%. When the effect ends she strikes her target for @ModifiedDamage@ magic damage.","Irelia surrounds herself with blades for @StanceDuration@ seconds and gains @DamageReduction*100@% damage reduction, increasing by @DamageReductionIncrease*100@% each time she attacks, up to @DamageReductionMax*100@%. When the effect ends she strikes her target for @ModifiedDamage@ magic damage.",5
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Kennen,Kennen,2,,Hellion|Skirmisher,Flame Rush,125,60,"Kennen engulfs himself in flame, dashing behind his target, then to the farthest enemy. Enemies he passes through are zapped dealing @ModifiedDamage@ magic damage and stunning them for 1.5/2/2.5 seconds.","Kennen engulfs himself in flame, dashing behind his target, then to the farthest enemy. Enemies he passes through are zapped dealing @ModifiedDamage@ magic damage and stunning them for @StunDuration@ seconds.",2
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Nautilus,Nautilus,2,,Ironclad|Knight,Anchor Slam,120,50,"Nautilus causes the ground beneath his target to erupt, knocking them up, stunning them for 3/4/6 seconds, and dealing @ModifiedDamage@ magic damage. Enemies adjacent to the target receive 50% of this effect.","Nautilus causes the ground beneath his target to erupt, knocking them up, stunning them for @StunDuration@ seconds, and dealing @ModifiedDamage@ magic damage. Enemies adjacent to the target receive 50% of this effect.",2
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Pyke,Pyke,2,,Sentinel|Assassin,Phantom Undertow,120,60,"Pyke leaves a phantom at his location, then dashes behind the farthest enemy. After 1 second, his phantom returns to Pyke, dealing @ModifiedDamage@ magic damage to all enemies it passes through and stunning them for 1.5/2/3 seconds.","Pyke leaves a phantom at his location, then dashes behind the farthest enemy. After @StunDelay@ second, his phantom returns to Pyke, dealing @ModifiedDamage@ magic damage to all enemies it passes through and stunning them for @StunDuration@ seconds.",3
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Sejuani,Sejuani,2,,Nightbringer|Cavalier|Brawler,Fury of the North,80,20,"Sejuani signals Bristle to charge, dealing @ModifiedDamage@ magic damage and stunning her target for 2/3/4 seconds. She then gains Frost Armor, granting her 60/100/200 Armor and Magic Resist for 4 seconds.","Sejuani signals Bristle to charge, dealing @ModifiedDamage@ magic damage and stunning her target for @StunDuration@ seconds. She then gains Frost Armor, granting her @DefensiveStats@ Armor and Magic Resist for @Duration@ seconds. ",4
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Sett,Sett,2,,Draconic|Brawler,Haymaker,50,0,"After a brief wind up Sett punches forward in a cone, shredding @ModifiedArmorShred@ flat Armor for 10 seconds (stacks) and dealing 170/185/200% of his Attack Damage as physical damage to all enemies in the area. (total: @TotalDamage@ (scaleAD))","After a brief wind up Sett punches forward in a cone, shredding @ModifiedArmorShred@ flat Armor for @ArmorShredDuration@ seconds (stacks) and dealing @PhysicalDamagePercent@% of his Attack Damage as physical damage to all enemies in the area. (total: <scaleAD>@TotalDamage@ %i:scaleAD%</scaleAD>)",3
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Soraka,Soraka,2,,Dawnbringer|Renewer,Equinox,80,40,"Soraka calms the area around the enemy with the highest current percent Mana, dealing @ModifiedDamage@ magic damage to all enemies hit and increasing the cost of their next Ability by 35%.","Soraka calms the area around the enemy with the highest current percent Mana, dealing @ModifiedDamage@ magic damage to all enemies hit and increasing the cost of their next Ability by @ManaIncrease@%.",2
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Syndra,Syndra,2,,Redeemed|Invoker,Force of Will,90,50,"Syndra grabs the nearest enemy and flings them towards the farthest enemy, dealing @ModifiedDamage@ magic damage to all nearby enemies upon impact and stunning the thrown target for 2/2.5/4 seconds.","Syndra grabs the nearest enemy and flings them towards the farthest enemy, dealing @ModifiedDamage@ magic damage to all nearby enemies upon impact and stunning the thrown target for @StunDuration@ seconds.",2
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Thresh,Thresh,2,,Forgotten|Knight,Death Sentence,120,80,"Thresh hooks his farthest enemy with his chain scythe, dealing @ModifiedDamage@ magic damage and pulling them toward himself for 2/3/4 seconds.","Thresh hooks his farthest enemy with his chain scythe, dealing @ModifiedDamage@ magic damage and pulling them toward himself for @PullDuration@ seconds.",2
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Tristana,Tristana,2,,Hellion|Cannoneer,Rocket Jump,125,60,Tristana leaps away from enemies and gains @ModifiedAttackSpeedPercent@ Attack Speed for 4 seconds..,Tristana leaps away from enemies and gains @ModifiedAttackSpeedPercent@ Attack Speed for @Duration@ seconds..,2
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Varus,Varus,2,,Redeemed|Ranger,Holy Arrows,60,0,"Varus fires a hail of arrows around his target, dealing 150/155/165% of his Attack Damage as physical damage (total: @TooltipDamage@). Varus and allies within the area are blessed, causing them to deal @ModifiedDamage@ bonus magic damage with their attacks on-hit for 6 seconds.","Varus fires a hail of arrows around his target, dealing @PercentOfAD@% of his Attack Damage as physical damage (total: @TooltipDamage@). Varus and allies within the area are blessed, causing them to deal @ModifiedDamage@ bonus magic damage with their attacks on-hit for @Duration@ seconds.",3
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Ashe,Ashe,3,,Draconic|Ranger,Enchanted Arrow,100,50,"Ashe fires an arrow at the farthest enemy, dealing @ModifiedDamage@ magic damage to the first enemy hit and stunning them for 1.5/2/2.5 seconds. If the arrow travels at least 5 hexes, the stun duration is doubled. Enemies within 1 hex receive 50% of these effects.","Ashe fires an arrow at the farthest enemy, dealing @ModifiedDamage@ magic damage to the first enemy hit and stunning them for @StunDuration@ seconds. If the arrow travels at least @HexThreshold@ hexes, the stun duration is doubled. Enemies within 1 hex receive @ReducedEffectiveness*100@% of these effects. ",4
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_DraconicEgg,Draconic Egg,3,,,Hatching,100,0,"After a few rounds this egg will hatch into Draconic champions or other loot!In Hyper Roll, eggs hatch a lot faster!","After a few rounds this egg will hatch into Draconic champions or other loot!<br><br>In Hyper Roll, eggs hatch a lot faster!",1
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_LeeSin,Lee Sin,3,,Nightbringer|Skirmisher,Cripple,80,30,"Lee Sin slams the ground, dealing @ModifiedDamage@ magic damage to nearby enemies and slowing their Attack Speed by 50% for 4 seconds.","Lee Sin slams the ground, dealing @ModifiedDamage@ magic damage to nearby enemies and slowing their Attack Speed by @AttackSpeedSlow@% for @AttackSpeedSlowDuration@ seconds.",3
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Lulu,Lulu,3,,Hellion|Mystic,Whimsy,120,60,"Lulu enchants the 3/4/5 units nearest to her. Enchanted allies gain @ModifiedAttackSpeedPercent@ bonus Attack Speed for 5 seconds. Enchanted enemies are stunned and transformed into a docile feline for 1.5 seconds, taking 20% increased damage. If there are less than 3 units nearby, Lulu will enchant herself.","Lulu enchants the @NumTargets@ units nearest to her. Enchanted allies gain @ModifiedAttackSpeedPercent@ bonus Attack Speed for @AllyBuffDuration@ seconds. Enchanted enemies are stunned and transformed into a docile feline for @PolymorphDuration@ seconds, taking @DamageAmp@% increased damage. If there are less than 3 units nearby, Lulu will enchant herself.",5
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Lux,Lux,3,,Redeemed|Mystic,Prismatic Illumination,80,40,"Lux launches her wand toward her farthest ally, then calls the wand back to her hand. The wand shields each ally in its path by @ModifiedShieldAmount@ for 3 seconds. Lux also empowers her next attack to deal an additional @ModifiedHitDamage@ magic damage.","Lux launches her wand toward her farthest ally, then calls the wand back to her hand. The wand shields each ally in its path by @ModifiedShieldAmount@ for @ShieldDuration@ seconds. Lux also empowers her next attack to deal an additional @ModifiedHitDamage@ magic damage.",3
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_MissFortune,Miss Fortune,3,,Forgotten|Cannoneer,Make It Rain,70,20,"Miss Fortune rains 4 waves of bullets down around her target, dealing @ModifiedMagicDamage@ total magic damage to enemies in the area and reducing their incoming healing by 50% for 6 seconds.","Miss Fortune rains 4 waves of bullets down around her target, dealing @ModifiedMagicDamage@ total magic damage to enemies in the area and reducing their incoming healing by @HealingReduction@% for @HealingReductionDuration@ seconds.",3
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Nidalee,Nidalee,3,,Dawnbringer|Skirmisher,Aspect of the Cougar,60,0,"Nidalee transforms into a cougar and leaps behind the lowest Health enemy. While in cougar form, Nidalee gains 40% Dodge Chance, 30/50/75% Attack Speed, and her attacks become melee attacks that deal @ModifiedDamage@ bonus magic damage every 4th attack.","Nidalee transforms into a cougar and leaps behind the lowest Health enemy. <br><br>While in cougar form, Nidalee gains @DodgeChance@% Dodge Chance, @AttackSpeedPercent@% Attack Speed, and her attacks become melee attacks that deal @ModifiedDamage@ bonus magic damage every 4th attack.",3
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Nocturne,Nocturne,3,,Revenant|Assassin,Umbra Blades,0,0,"Passive: Every third attack, Nocturne slashes all adjacent enemies for 70% of his Attack Damage plus @TooltipBonusDamage@ bonus physical damage (total: @ModifiedTotalDamage@), and heals himself for 100% of the damage dealt. If only one target is hit, Nocturne also increases his Attack Speed by 35% for 3 seconds.","Passive: Every third attack, Nocturne slashes all adjacent enemies for @PercentAttackDamage*100@% of his Attack Damage plus @TooltipBonusDamage@ bonus physical damage (total: @ModifiedTotalDamage@), and heals himself for @HealPercent@% of the damage dealt. If only one target is hit, Nocturne also increases his Attack Speed by @AttackSpeed@% for @Duration@ seconds.",5
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Nunu,Nunu & Willump,3,,Abomination|Brawler,Consume,90,30,"Willump bites his target, dealing @ModifiedDamage@ magic damage. If Willump's target has less Health than he does before the bite, it deals an additional 50% damage and becomes true damage.","Willump bites his target, dealing @ModifiedDamage@ magic damage. If Willump's target has less Health than he does before the bite, it deals an additional @DamageAmp*100@% damage and becomes true damage.",2
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Rakan,Rakan,3,,Sentinel|Renewer,Gleaming Quill,80,40,"Rakan launches a feather toward his target, dealing @ModifiedDamage@ magic damage to the first enemy hit. Rakan then heals all nearby allies for 35/50/70% of their missing health, with an increased radius if the feather killed an enemy.","Rakan launches a feather toward his target, dealing @ModifiedDamage@ magic damage to the first enemy hit. Rakan then heals all nearby allies for @HealPercent*100@% of their missing health, with an increased radius if the feather killed an enemy.",2
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Riven,Riven,3,,Dawnbringer|Legionnaire,Blade of the Dawn,40,0,"Riven empowers her blade, stunning nearby enemies for 1.5 seconds and dealing them @ModifiedMagicDamage@ magic damage. For the next 8 seconds, she gains 90/100/115% bonus Attack Damage.","Riven empowers her blade, stunning nearby enemies for @StunDuration@ seconds and dealing them @ModifiedMagicDamage@ magic damage. For the next @EmpowerDuration@ seconds, she gains @BonusAttackDamagePercent*100@% bonus Attack Damage.",4
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Yasuo,Yasuo,3,,Nightbringer|Legionnaire,Burning Blade,40,0,"Yasuo strikes his target, dealing @ModifiedDamage@ magic damage. He then empowers his blade, gaining @ModifiedTrueDamageBonus@ stacking bonus true damage on-hit for the rest of combat.","Yasuo strikes his target, dealing @ModifiedDamage@ magic damage. He then empowers his blade, gaining @ModifiedTrueDamageBonus@ stacking bonus true damage on-hit for the rest of combat.",3
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Zyra,Zyra,3,,Draconic|Spellweaver,Grasping Roots,100,40,"Zyra sends a surge of vines toward her farthest enemy, dealing @ModifiedDamage@ magic damage and stunning all enemies they hit for 1.5/2/2.5 seconds.","Zyra sends a surge of vines toward her farthest enemy, dealing @ModifiedDamage@ magic damage and stunning all enemies they hit for @StunDuration@ seconds.",2
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Aphelios,Aphelios,4,,Nightbringer|Ranger,Dark Vigil,170,0,"Aphelios launches 5/5/10 attacks simultaneously, one at his target and the rest at the enemies nearest to them, dealing 350/375/450% of his Attack Damage plus @ModifiedBaseDamage@ physical damage to each. (Total: @TotalDamage@ (scaleAD))","Aphelios launches @NumOfAttacks@ attacks simultaneously, one at his target and the rest at the enemies nearest to them, dealing @PercentAttackDamage*100@% of his Attack Damage plus @ModifiedBaseDamage@ physical damage to each. (Total: <scaleAD> @TotalDamage@ %i:scaleAD%</scaleAD>)<br><br><br>",3
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Diana,Diana,4,,Nightbringer|Assassin,Moonfall,140,70,"Diana calls forth moonlight, drawing in all nearby enemies, dealing @ModifiedDamage@ magic damage and stunning them for 2/2.5/4 seconds.","Diana calls forth moonlight, drawing in all nearby enemies, dealing @ModifiedDamage@ magic damage and stunning them for @StunDuration@ seconds.",2
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Draven,Draven,4,,Forgotten|Legionnaire,Spinning Axes,40,0,"Passive: Draven ignores 50% his target's Armor.Draven starts spinning an axe, empowering his next attack to deal 140/150/400% of his Attack Damage plus @ModifiedDamage@ bonus physical damage. (Total: @TotalDamage@ (scaleAD)) It will return to his original location after striking the target. If Draven catches it, he will empower the axe again.Draven can spin up to 2 axes at a time.","Passive: Draven ignores @ArmorPenPercent@% his target's Armor.<br><br>Draven starts spinning an axe, empowering his next attack to deal @ADMult*100@% of his Attack Damage plus @ModifiedDamage@ bonus physical damage. (Total:<scaleAD> @TotalDamage@ %i:scaleAD%</scaleAD>) It will return to his original location after striking the target. If Draven catches it, he will empower the axe again.<br><br>Draven can spin up to 2 axes at a time.",4
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Fiddlesticks,Fiddlesticks,4,,Abomination|Revenant|Mystic,Crowstorm,120,60,"After a brief channel, Fiddlesticks teleports behind his target and summons a murder of crows for 5 seconds, dealing @ModifiedMagicDamage@ magic damage per second to all enemies within. Enemies that die within the flock extend its duration by 1 second and heal Fiddlesticks for 25% of their maximum Health.","After a brief channel, Fiddlesticks teleports behind his target and summons a murder of crows for @Duration@ seconds, dealing @ModifiedMagicDamage@ magic damage per second to all enemies within. Enemies that die within the flock extend its duration by @ExtendedDuration@ second and heal Fiddlesticks for @PercentHeal*100@% of their maximum Health. ",4
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Galio,Galio,4,,Draconic|Sentinel|Knight,Shield of Durand,180,120,"Galio charges the area around him for 2.5 seconds, taunting all enemies within while gaining 55/60/95% damage reduction. Upon releasing the charge, Galio deals @ModifiedMagicDamage@ magic damage to all enemies within 3 hexes and heals for @ModifiedPercentHealed@ of the damage blocked.","Galio charges the area around him for @Duration@ seconds, taunting all enemies within while gaining @PercentDamageReduction*100@% damage reduction. Upon releasing the charge, Galio deals @ModifiedMagicDamage@ magic damage to all enemies within @HexRange@ hexes and heals for @ModifiedPercentHealed@ of the damage blocked.",5
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Ivern,Ivern,4,,Revenant|Invoker|Renewer,Daisy!,180,100,"Ivern summons his sentinel friend Daisy to fight with him. Daisy receives 100% of Ivern's Ability Power and immediately casts Shockwave upon arrival.If Daisy is already in battle, Ivern increases her Ability Power by @ModifiedAbilityPowerBonus@ and commands her to cast Shockwave again.","Ivern summons his sentinel friend Daisy to fight with him. Daisy receives @DaisyBonusAPConversion@% of Ivern's Ability Power and immediately casts Shockwave upon arrival.<br><br>If Daisy is already in battle, Ivern increases her Ability Power by @ModifiedAbilityPowerBonus@ and commands her to cast Shockwave again.",5
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Jax,Jax,4,,Ironclad|Skirmisher,Empowered Strike,20,0,Jax slams his target for 220/240/500% of his Attack Damage (total: @TotalDamage@) and gains @ModifiedAS@ stacking Attack Speed for the remainder of combat. Jax leaps to the nearest enemy if no target is in his Attack Range.,Jax slams his target for @PercentAttackDamage@% of his Attack Damage (total: @TotalDamage@) and gains @ModifiedAS@ stacking Attack Speed for the remainder of combat. Jax leaps to the nearest enemy if no target is in his Attack Range.,2
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Karma,Karma,4,,Dawnbringer|Invoker,Soulflare,50,0,"Karma fires a burst of energy towards a random enemy's location that detonates upon impact, dealing @ModifiedDamage@ magic damage to adjacent enemies, and reducing Karma's maximum Mana by 15/15/40 (down to a minimum of 10).Karma empowers every third cast, causing it to launch 3 bursts of energy toward different targets instead of 1.","Karma fires a burst of energy towards a random enemy's location that detonates upon impact, dealing @ModifiedDamage@ magic damage to adjacent enemies, and reducing Karma's maximum Mana by @MaxManaReduction@ (down to a minimum of 10).<br><br>Karma empowers every third cast, causing it to launch 3 bursts of energy toward different targets instead of 1.",2
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Lucian,Lucian,4,,Sentinel|Cannoneer,The Culling,50,0,"Lucian faces the farthest enemy and fires 16 shots in that direction for 4 seconds, dashing on occasion to keep hitting enemies. Each shot hits for 50% of his Attack Damage and deals @ModifiedDamage@ magic damage. Lucian also fires extra shots based on his Attack Speed. (Current bonus: @ShotsFromAS@)","Lucian faces the farthest enemy and fires @NumShots@ shots in that direction for @Duration@ seconds, dashing on occasion to keep hitting enemies. Each shot hits for @TADRatio*100@% of his Attack Damage and deals @ModifiedDamage@ magic damage. Lucian also fires extra shots based on his Attack Speed. (Current bonus: @ShotsFromAS@)",5
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Rell,Rell,4,,Redeemed|Ironclad|Cavalier,Attract and Repel,150,80,"Rell leaps into the air and creates a tether between herself and her farthest ally. When she lands, the tether breaks, stunning all nearby enemies in its path for 1.5/2/8 seconds. This effect also grants a @ModifiedShieldAmount@ Health shield for 4 seconds to nearby allies in the same area.","Rell leaps into the air and creates a tether between herself and her farthest ally. When she lands, the tether breaks, stunning all nearby enemies in its path for @StunDuration@ seconds. This effect also grants a @ModifiedShieldAmount@ Health shield for @ShieldDuration@ seconds to nearby allies in the same area.",3
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Velkoz,Vel'Koz,4,,Redeemed|Spellweaver,Lifeform Disintegration Ray,90,0,"Vel'Koz channels a ray of energy for 3 seconds toward the enemy nearest the center of the battlefield, dealing @ModifiedDamage@ total magic damage over the duration. The beam widens as Vel'Koz channels, and he will pivot if there are no enemies in the area.","Vel'Koz channels a ray of energy for 3 seconds toward the enemy nearest the center of the battlefield, dealing @ModifiedDamage@ total magic damage over the duration. The beam widens as Vel'Koz channels, and he will pivot if there are no enemies in the area.",1
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Akshan,Akshan,5,,Sentinel|Ranger,Heroic Swing,120,60,"Passive: Akshan's attacks reduce the target's Armor by 50% for @TotalShredDuration@ seconds.Active: Akshan launches his grappling hook and swings untargetably toward the farthest enemy, gaining 60/70/400% Attack Speed for 4 seconds. Akshan will continue to attack the nearest enemy at double his Attack Speed while swinging.","Passive: Akshan's attacks reduce the target's Armor by 50% for @TotalShredDuration@ seconds.<br><br>Active: Akshan launches his grappling hook and swings untargetably toward the farthest enemy, gaining @AttackSpeedPercent@% Attack Speed for @BuffDuration@ seconds. Akshan will continue to attack the nearest enemy at double his Attack Speed while swinging.",3
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_HeimerTurret,Baby Dragon,5,,,Turret Plating,0,0,Baby Dragons are immune to crowd control effects.,Baby Dragons are immune to crowd control effects.,1
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Garen,Garen,5,,Victorious|Dawnbringer|Knight,God-Lion's Justice,160,80,"Garen calls down a sword that strikes a large area around his target, dealing @ModifiedPercentMaxHealth@ of each target's max Health in magic damage and reducing their Magic Resist by 50% for 8 seconds. Garen gains a shield equal to @ModifiedShieldPercent@ of his maximum Health for 5 seconds.","Garen calls down a sword that strikes a large area around his target, dealing @ModifiedPercentMaxHealth@ of each target's max Health in magic damage and reducing their Magic Resist by @MRShredTooltip@% for @MRShredDuration@ seconds. <br><br>Garen gains a shield equal to @ModifiedShieldPercent@ of his maximum Health for @ShieldDuration@ seconds.",5
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Gwen,Gwen,5,,Inanimate|Mystic,Skip 'N Slash,20,0,"Gwen dashes around her target and performs 3 rapid scissor snips in a cone in front of her, each dealing @ModifiedMagicDamage@ plus 4/7/50% of the target's maximum Health as magic damage. Snips steal 2/2/11 Armor and Magic resist from their target. Gwen will perform double the snips in every other cast.","Gwen dashes around her target and performs @Snips@ rapid scissor snips in a cone in front of her, each dealing @ModifiedMagicDamage@ plus @PercentMaxHealth*100@% of the target's maximum Health as magic damage. Snips steal @Defenses@ Armor and Magic resist from their target. Gwen will perform double the snips in every other cast.",5
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Heimerdinger,Heimerdinger,5,,Draconic|Renewer|Caretaker,Upgrade!!!,140,0,"Heimerdinger empowers his Baby Dragon's next attack. The Baby Dragon's overcharged attack launches 3 fireballs across the battlefield, dealing @ModifiedTurretMagicDamage@ magic damage and burning enemies for 18% of their maximum Health as true damage over 6 seconds, reducing healing by 50% for the duration.If Heimerdinger does not have a Baby Dragon, this Ability will create one instead.","Heimerdinger empowers his Baby Dragon's next attack. The Baby Dragon's overcharged attack launches 3 fireballs across the battlefield, dealing @ModifiedTurretMagicDamage@ magic damage and burning enemies for @BurnPercent@% of their maximum Health as true damage over @BurnDuration@ seconds, reducing healing by 50% for the duration.<br><br>If Heimerdinger does not have a Baby Dragon, this Ability will create one instead.",3
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Kayle,Kayle,5,,Redeemed|Legionnaire,Divine Ascent,5,0,"Passive: Kayle ascends every 5/5/1 seconds. Each bonus stacks with the one before, until she is fully ascended.1st: Attacks deal 50/60/1000% of Kayle's Attack Damage as bonus true damage. (total: @TotalAttackDamage@)2nd: Attacks explode around the target dealing her Attack Damage and bonus true damage to adjacent enemies.3rd: Every 12th attack grants Kayle immunity to damage for 1 second.4th: Attacks cause swords to rain down around the target, dealing @TotalAoEDamage@ magic damage.","Passive: Kayle ascends every @AscensionDelay@ seconds. Each bonus stacks with the one before, until she is fully ascended.<br>1st: Attacks deal @PercentAttackDamage@% of Kayle's Attack Damage as bonus true damage. (<trueDamage>total: @TotalAttackDamage@</trueDamage>)<br>2nd: Attacks explode around the target dealing her Attack Damage and bonus true damage to adjacent enemies.<br>3rd: Every @NumAttacksImmunity@th attack grants Kayle immunity to damage for @ImmunityDuration@ second.<br>4th: Attacks cause swords to rain down around the target, dealing @TotalAoEDamage@ magic damage.",5
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Teemo,Teemo,5,,Cruel|Hellion|Invoker,Teemo's Cruelty,60,30,"Teemo scatters 5/6/42 Infernal Souls around a random enemy. When an enemy nears an Infernal Soul (or after 3 seconds), it explodes dealing @ModifiedDamage@ magic damage to nearby enemies and reducing their Attack Speed by 50% for 3 seconds.","Teemo scatters @MushroomCount@ Infernal Souls around a random enemy. When an enemy nears an Infernal Soul (or after @DetonationDelay@ seconds), it explodes dealing @ModifiedDamage@ magic damage to nearby enemies and reducing their Attack Speed by @AttackSpeedSlowTooltip@% for @DebuffDuration@ seconds.",9
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_EmblemArmoryKey,Tome of Traits,5,,,Tome of Traits,100,0,Drag this Tome to the Shop to open an Armory full of emblems!,Drag this Tome to the Shop to open an Armory full of emblems!,1
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Viego,Viego,5,,Forgotten|Skirmisher|Assassin,Sovereign's Domination,40,0,"Viego corrupts the soul of his target for 5 seconds, stunning them and dealing @ModifiedDamage@ magic damage, increasing 50% each second. Viego will be interrupted if he is stunned, and Viego's allies prefer not to target his victim during soul corruption.If his victim dies, they are resurrected at full Health to fight for him, but they lose 10/5/0% of their maximum Health per second. Resurrected enemies receive the Trait bonuses of Viego's team instead of their own.","Viego corrupts the soul of his target for @Duration@ seconds, stunning them and dealing @ModifiedDamage@ magic damage, increasing @IncreasePercent@% each second. Viego will be interrupted if he is stunned, and Viego's allies prefer not to target his victim during soul corruption.<br><br>If his victim dies, they are resurrected at full Health to fight for him, but they lose @DecayPercentDamagePerSecond@% of their maximum Health per second. Resurrected enemies receive the Trait bonuses of Viego's team instead of their own.",4
Set 5.5,5,mid,TFT_Set5_Stage2,Set5,11.21,TFT5_Volibear,Volibear,5,,Revenant|Brawler,Doombringer,200,110,"Volibear leaps toward his target, then slams the ground in a large area around him. This effect knocks up and stuns enemies for 2/3.5/10 seconds, dealing @ModifiedDamage@ magic damage. This damage is doubled against shielded targets.","Volibear leaps toward his target, then slams the ground in a large area around him. This effect knocks up and stuns enemies for @StunDuration@ seconds, dealing @ModifiedDamage@ magic damage. This damage is doubled against shielded targets.",2
Set 6,6,base,TFT_Set6,Set6,12.2,TFT6_Caitlyn,Caitlyn,1,,Enforcer|Sniper,Ace in the Hole,110,0,"Caitlyn takes aim at the farthest enemy, firing a deadly bullet towards them that deals @ModifiedDamage@ magic damage to the first enemy it hits.","Caitlyn takes aim at the farthest enemy, firing a deadly bullet towards them that deals @ModifiedDamage@ magic damage to the first enemy it hits.",1
Set 6,6,base,TFT_Set6,Set6,12.2,TFT6_Camille,Camille,1,,Clockwork|Challenger,Defensive Sweep,60,0,"Camille gains a shield blocking @ModifiedShield@ damage over 4 seconds, then sweeps her leg, dealing @ModifiedDamage@ magic damage to enemies in a cone. While this shield holds, Camille's attacks restore @ModifiedHealing@ Health.","Camille gains a shield blocking @ModifiedShield@ damage over @ShieldDuration@ seconds, then sweeps her leg, dealing @ModifiedDamage@ magic damage to enemies in a cone. While this shield holds, Camille's attacks restore @ModifiedHealing@ Health.",4
Set 6,6,base,TFT_Set6,Set6,12.2,TFT6_Darius,Darius,1,,Syndicate|Bodyguard,Decimate,120,70,"Darius swings his axe in a circle, dealing @ModifiedDamage@ magic damage, then heals himself @ModifiedHeal@ Health for each enemy hit.","Darius swings his axe in a circle, dealing @ModifiedDamage@ magic damage, then heals himself @ModifiedHeal@ Health for each enemy hit.",3
